State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Response rate,Score,Offers,Total Score,"Good, Medium, Bad"
MI,237507,CLASSIC HOME CARE,"36528 GRAND RIVER AVE, SUITE A5",FARMINGTON HILLS,48335,7342540076,Local,50,50,50,50,50,50,2/5/2004,4,4,89,5,91,2,78,4,88,84,47,36,810,300,1110,Good
MI,239005,ELARA CARING,"69045 M-62, SUITE A-1",EDWARDSBURG,49112,2696632209,Local,50,50,50,50,50,50,12/29/2008,4,4,88,2,81,5,91,4,91,79,42,45,810,300,1110,Good
MO,267219,CAPITAL REGION HOME HEALTH,"1125 MADISON STREET, SUITE C",JEFFERSON CITY,65109,5736325750,Hospital Based Program,50,50,50,50,50,50,10/19/1984,4,4,88,3,85,5,92,3,82,83,161,39,810,300,1110,Good
MS,257111,ENCOMPASS HEALTH HOME HEALTH OF GULF COAST,11703 HIGHLAND CIRCLE,GULFPORT,39503,2287629355,Local,50,50,50,50,50,50,12/1/1977,4,4,91,4,86,4,86,3,86,81,277,26,810,300,1110,Good
NC,347008,ROANOKE HOME CARE HOSPICE,198 NC HWY. 45 NORTH,PLYMOUTH,27962,8008428275,Local,50,50,50,0,50,50,8/19/1966,4,5,92,4,89,4,86,4,90,83,112,26,860,250,1110,Good
NC,347243,"BAYADA NURSES, INC","4011 WESTCHASE BLVD, SUITE 290",RALEIGH,27612,9197859090,Local,50,50,50,50,50,50,1/21/2010,4,4,90,4,86,4,86,3,85,83,440,22,810,300,1110,Good
NV,297015,RENOWN HEALTH HOME CARE,3935 S MCCARRAN BLVD,RENO,89502,7759825860,Hospital Based Program,50,50,50,50,50,50,7/14/1983,4,4,90,4,87,4,86,3,85,82,337,31,810,300,1110,Good
NV,297152,LIFE CARE HOME HEALTH INC,3017 W CHARLESTON STE 15,LAS VEGAS,89102,7023639775,Local,50,50,50,50,50,50,7/28/2008,4,4,89,5,88,4,86,2,79,88,49,34,810,300,1110,Good
NY,337006,VNA OF WESTERN NY CHHA,2100 WEHRLE DRIVE,WILLIAMSVILLE,14221,7166308000,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,89,4,87,4,85,3,86,83,2775,34,810,300,1110,Good
OH,368268,HOUSECALLS HOME HEALTH,606 WASHINGTON BOULEVARD,BELPRE,45714,7404235901,Local,50,50,50,50,50,50,10/9/2009,4,4,89,5,90,3,81,3,86,84,190,34,810,300,1110,Good
PA,397400,BRANDYWINE RIVER VALLEY HOME HEALTH,121 BELL TOWER LANE,OXFORD,19363,6109981700,Local,50,50,50,50,50,50,6/21/1985,4,4,90,4,88,3,84,4,87,81,219,32,810,300,1110,Good
PA,397715,SPIRITRUST LUTHERAN HOME CARE & HOSPICE,402 WEST CHEW STREET,ALLENTOWN,18102,6108712802,Local,50,50,50,50,50,50,9/12/1997,4,4,89,4,87,4,86,3,85,83,238,28,810,300,1110,Good
SC,427129,PRUITTHEALTH HOME HEALTH-FLORENCE,609 S COIT STREET,FLORENCE,29501,8436651763,Local,50,50,50,50,50,50,4/17/2015,4,4,90,5,91,3,84,3,84,81,165,24,810,300,1110,Good
TX,457381,CAPROCK HOME HEALTH SERVICES INC,1619 S KENTUCKY STE F-640,AMARILLO,79102,8064637051,Local,50,50,50,50,50,50,5/17/1990,4,4,90,4,87,4,86,3,83,84,73,30,810,300,1110,Good
TX,457656,COGDELL HOME HEALTH AND HOSPICE,1700 COGDELL BLVD,SNYDER,79549,3255747340,Local,50,50,0,50,0,50,4/24/1984,5,5,92,5,91,4,87,4,89,91,51,36,910,200,1110,Good
TX,458148,TOMBALL REGIONAL HOME HEALTH,425 HOLDERRIETH BLVD SUITE 211,TOMBALL,77375,3468085669,Local,50,50,50,50,0,50,9/2/1994,4,4,92,5,89,5,88,3,87,84,79,27,860,250,1110,Good
TX,677238,SUNGLO HOME HEALTH SERVICES INC,3201 SOUTH EXPRESSWAY 83,HARLINGEN,78550,9564236100,Local,50,50,50,50,50,50,2/6/1990,4,4,91,4,89,4,86,3,80,84,65,16,810,300,1110,Good
TX,679100,AREA HOME CARE INC,201 W 4TH,PLAINVIEW,79072,8062962323,Local,50,50,50,50,0,50,1/15/2002,4,4,90,4,86,5,91,4,87,86,97,48,860,250,1110,Good
TX,679163,HARBOR HOME HEALTH,3130 STAGG DRIVE,BEAUMONT,77701,4098351670,Local,50,50,50,50,50,50,9/17/2002,4,4,89,4,88,3,83,4,88,82,281,27,810,300,1110,Good
TX,679596,TOTAL HOME HEALTH CONROE,2253 LOOP 336  SUITE D,CONROE,77304,7138711131,Local,50,50,50,50,50,50,12/13/2006,4,5,91,4,86,2,79,4,91,83,102,29,810,300,1110,Good
TX,747600,ASSIST HOME HEALTH,7426 S STAPLES STE 209,CORPUS CHRISTI,78413,3614624569,Local,50,50,50,50,50,50,6/23/2011,4,4,89,4,89,3,82,4,86,84,76,21,810,300,1110,Good
UT,467314,ASPIRE HOME HEALTH,"1020 WEST  ATHERTON DRIVE, SUITE 220",TAYLORSVILLE,84123,8012920296,Official Health Agency,50,50,50,50,50,50,2/15/2011,4,4,88,4,84,5,90,3,82,66,73,24,810,300,1110,Good
VA,497538,AMEDISYS HOME HEALTH,4589 LIFESTYLE LANE,MIDLOTHIAN,23112,8046397903,Local,50,50,50,50,50,50,5/15/1997,4,4,90,5,90,3,84,3,86,80,387,25,810,300,1110,Good
AL,17035,INFIRMARY HOMECARE,1142-A MONTLIMAR DRIVE,MOBILE,36609,2514503300,Local,50,50,50,50,50,50,8/20/1981,4,4,90,4,86,4,87,3,85,81,593,31,809,300,1109,Good
CA,59250,"UNITED NURSING SOLUTIONS, INC","12241 INDUSTRIAL BLVD, STE 204",VICTORVILLE,92395,7602457777,Local,50,50,50,50,50,50,9/17/2010,4,4,90,4,86,3,84,4,89,80,104,25,809,300,1109,Good
FL,107572,MEDERI CARETENDERS,1413 TECH BLVD STE 125,TAMPA,33619,8132828520,Local,50,50,50,50,50,50,8/5/1997,4,4,91,4,87,3,83,4,86,82,90,17,809,300,1109,Good
FL,108480,DOCTORS CHOICE HOME CARE INC,7220 BENEVA RD,SARASOTA,34238,9419255900,Local,50,50,50,50,50,50,12/14/2007,4,4,89,4,85,3,83,4,88,84,380,40,809,300,1109,Good
GA,117032,WEST GEORGIA HOME CARE,120 GLENN BASS ROAD,LAGRANGE,30240,7068453291,Local,50,50,50,50,50,50,12/15/1977,4,4,88,4,87,3,82,4,88,84,127,19,809,300,1109,Good
IL,147813,"BOWES IN-HOME CARE, INC",813 TEK DRIVE,CRYSTAL LAKE,60014,8477425757,Local,50,50,50,50,50,50,6/17/2005,4,4,90,4,87,3,84,4,87,81,333,28,809,300,1109,Good
IN,157281,"ST MARY'S AT HOME, LLC",6840 LOGAN DR  STE F,EVANSVILLE,47715,8127747950,Official Health Agency,50,50,50,0,50,50,1/13/1994,4,5,92,4,87,4,86,4,88,86,342,30,859,250,1109,Good
IN,157571,CARETENDERS,1724 STATE STREET,NEW ALBANY,47150,8129418125,Local,50,50,50,50,50,50,1/13/2006,4,4,90,5,88,3,84,3,85,82,405,33,809,300,1109,Good
KY,187055,WEDCO DISTRICT HEALTH DEPARTMENT/HHA,364 ODDVILLE AVENUE,CYNTHIANA,41031,8592348750,Official Health Agency,50,50,50,50,50,50,10/1/1974,4,4,90,4,85,3,81,4,87,86,245,42,809,300,1109,Good
KY,187145,CARETENDERS,"1105 JULIANA COURT, SUITE 3",ELIZABETHTOWN,42701,2702342273,Visiting Nurse Association,50,50,50,50,50,50,9/14/1988,4,4,89,4,86,4,87,3,85,82,475,34,809,300,1109,Good
KY,187169,"HIGHLANDS HOME HEALTH, INC.","83 DEWEY STREET, PO BOX 757",PRESTONSBURG,41653,6068899967,Local,50,50,50,50,50,50,6/24/1999,4,4,90,4,86,2,75,5,92,86,146,38,809,300,1109,Good
MD,217066,HOMECALL,"29509 CANVASBACK DRIVE, SUITE 204",EASTON,21601,4108224020,Local,50,50,50,50,50,50,3/18/1982,4,4,89,5,90,3,84,3,84,82,917,30,809,300,1109,Good
ME,207075,"AMEDISYS MAINE, PLLC",289 STATE STREET,BANGOR,4401,2079900029,Local,50,50,50,50,50,50,8/16/2010,4,4,90,5,89,3,83,3,84,83,199,34,809,300,1109,Good
MO,267448,"SSM HEALTH AT HOME, HOME HEALTH - JEFFERSON CITY",2505 MISSION DRIVE,JEFFERSON CITY,65109,5736813777,Local,50,50,50,50,50,50,5/3/1994,4,4,89,4,88,4,87,3,85,80,364,36,809,300,1109,Good
MO,267641,EXCELCARE HOME HEALTH SERVICES LLC,5622 DELMAR BLVD  STE 108,SAINT LOUIS,63112,3143617775,Local,50,50,50,50,0,50,6/4/2013,4,5,93,3,86,5,89,4,85,86,60,42,859,250,1109,Good
NV,297148,"SILVER STATE HOME HEALTH CARE, INC",2725 S JONES BLVD STE 108,LAS VEGAS,89146,7024512273,Local,50,50,50,50,50,50,6/4/2008,4,5,92,4,87,2,78,4,91,81,52,23,809,300,1109,Good
NY,337078,VNA UTICA AND ONEIDA CO CHHA,1650 CHAMPLIN AVENUE,UTICA,13502,3156248900,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,90,4,86,4,87,3,85,81,397,31,809,300,1109,Good
NY,337203,EDDY VISITING NURSE & REHAB ASSOCIATION,433 RIVER STREET  SUITE 3000,TROY,12180,5182746200,Visiting Nurse Association,50,50,50,50,50,50,1/2/1985,4,4,90,4,87,3,82,4,86,84,578,31,809,300,1109,Good
OH,367163,INTERIM HEALTHCARE OF CINCINNATI,"8050 HOSBROOK, SUITE 406",CINCINNATI,45236,5139841110,Local,50,50,50,50,50,50,11/4/1981,4,4,92,4,85,3,84,4,87,81,83,33,809,300,1109,Good
OH,367510,OHIO LIVING HOME HEALTH GREATER DAYTON,3003 WEST CISCO ROAD,SIDNEY,45365,9374155666,Local,50,50,50,50,50,50,2/16/1993,4,3,88,4,85,5,88,3,89,79,120,27,809,300,1109,Good
OH,368371,"MR HOMECARE OF CLEVELAND OHIO, INC",6005 D-2 LANDERHAVEN DRIVE,MAYFIELD HEIGHTS,44124,4402483890,Local,50,50,50,50,0,50,6/6/2011,4,3,87,5,90,5,91,4,89,82,78,27,859,250,1109,Good
OR,387023,SACRED HEART HOME HEALTH,"677 E 12TH AVE, SUITE N200",EUGENE,97401,4582087300,Hospital Based Program,50,50,50,50,50,50,7/1/1966,4,4,90,4,86,3,84,4,87,82,478,28,809,300,1109,Good
OR,387026,ST CHARLES HOME HEALTH SERVICES,63031 NE LAYTON AVE,BEND,97701,5417067796,Hospital Based Program,50,50,50,50,50,50,8/5/1966,4,4,89,4,87,4,85,3,85,83,339,31,809,300,1109,Good
PA,397013,PENN MEDICINE HOME HEALTH LANCASTER GENERAL HEALTH,"1811 OLDE HOMESTEAD ROAD, PO BOX 10788",LANCASTER,17605,7173978251,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,90,4,88,4,85,3,85,81,550,36,809,300,1109,Good
PA,397643,"BAYADA HOME HEALTH CARE, INC.",1020 N DELAWARE AVENUE 3RD FLOOR SUITE 301,PHILADELPHIA,19125,2154130600,Local,50,50,50,50,50,50,9/7/1995,4,4,88,4,86,4,86,3,85,84,305,23,809,300,1109,Good
PA,398076,"CAREGIVERS AMERICA HOME HEALTH SERVICES, LLC",718 SOUTH STATE STREET,CLARKS SUMMIT,18411,5705866633,Local,50,50,50,50,50,50,12/28/2007,4,4,91,4,87,3,82,4,89,80,600,37,809,300,1109,Good
TN,447291,SUNCREST HOME HEALTH,121 NORTH IRWIN STREET,MANCHESTER,37355,9317282453,Local,50,50,50,50,50,50,4/19/1984,4,4,90,4,88,4,85,3,86,80,352,28,809,300,1109,Good
TX,679076,AT HOME HEALTHCARE,858 GILMER STREET,SULPHUR SPRINGS,75482,9038855606,Local,50,50,50,50,50,50,10/9/2001,4,4,90,3,82,4,86,4,88,83,294,27,809,300,1109,Good
AL,17034,COMFORT CARE COASTAL HOME HEALTH,1390 NORTH MCKENZIE STREET,FOLEY,36535,2516214431,Local,50,50,50,50,50,50,5/26/1981,4,4,91,4,86,4,86,3,84,81,426,39,808,300,1108,Good
AL,17136,RELIABLE HOME HEALTH,435 MEETING AVENUE,GEORGIANA,36033,3343762286,Hospital Based Program,50,50,0,0,0,50,9/26/1994,5,5,95,5,91,5,93,5,90,89,70,48,958,150,1108,Good
AR,47105,KINDRED AT HOME 1,"4328 CENTRAL AVENUE, SUITE E",HOT SPRINGS,71913,5015255888,Local,50,50,50,50,50,50,10/12/1988,4,4,88,4,86,4,87,3,85,82,314,32,808,300,1108,Good
AR,47122,ELITE HOME HEALTH,318 SOUTH RHODES STREET,WEST MEMPHIS,72301,8707327777,Local,50,50,50,50,50,50,8/7/1990,4,4,90,4,87,4,87,3,85,79,189,24,808,300,1108,Good
AZ,37106,AMEDISYS HOME HEALTH CARE,"5045 NORTH 12TH STREET, SUITE 100",PHOENIX,85014,6022000835,Local,50,50,50,50,50,50,11/30/1988,4,4,88,4,88,4,87,3,85,80,125,29,808,300,1108,Good
AZ,37144,"SACRED HEART HOME CARE, INC","2504 EAST RIVER ROAD, SUITE 100",TUCSON,85718,5205774630,Local,50,50,50,50,50,50,4/29/1993,4,5,91,4,85,2,77,4,90,85,113,33,808,300,1108,Good
AZ,37411,"ELITE HOME HEALTH SERVICES, LLC","2140 WEST GREENWAY ROAD, SUITE 100",PHOENIX,85023,6026268462,Local,50,50,50,50,50,50,7/27/2012,4,4,90,4,87,3,81,4,87,83,195,24,808,300,1108,Good
CA,57276,JOHN MUIR HOME HEALTH SERVICES,2298 PIKE COURT,CONCORD,94520,9256742560,Hospital Based Program,50,50,50,50,50,50,9/4/1981,4,4,89,4,86,3,83,4,87,83,1311,31,808,300,1108,Good
CA,58461,"HEALTHNET HOME CARE SERVICES, INC",2025 N GLENOAKS BLVD SUITE 203,BURBANK,91504,8188468483,Local,50,50,50,50,50,50,3/20/2008,4,5,90,4,81,4,86,3,79,72,47,19,808,300,1108,Good
CA,557289,OPTIMAL HOME HEALTH,1315 BOUGHTON DR,BAKERSFIELD,93308,6614104000,Local,50,50,50,50,50,50,6/9/1993,4,4,89,4,87,4,86,3,85,81,521,26,808,300,1108,Good
CO,67136,HEART OF THE ROCKIES HOME HEALTH AND HOSPICE,301 OAK ST UNIT E,SALIDA,81201,7195397638,Local,50,50,50,0,50,50,1/1/1985,4,5,90,5,88,4,86,3,85,89,71,30,858,250,1108,Good
CT,77074,"VISITING NURSE & HOSPICE OF FAIRFIELD COUNTY, INC",22 DANBURY ROAD,WILTON,6897,2037628958,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,90,5,87,3,83,3,84,84,242,28,808,300,1108,Good
FL,107408,ADVENTHEALTH HOME CARE EAST FLORIDA,770 W GRANADA BLVD STE 319,ORMOND BEACH,32174,3866733121,Hospital Based Program,50,50,50,50,50,50,2/8/1991,4,4,90,4,85,4,87,3,85,81,701,38,808,300,1108,Good
FL,109435,FUSION HEALTHCARE,10508 SPRING HILL DR,SPRING HILL,34608,3526841388,Official Health Agency,50,50,50,50,50,50,9/23/2009,4,4,93,5,88,2,78,4,89,80,57,29,808,300,1108,Good
FL,109491,ALTERNATIVE HOME HEALTH AGENCY INC,7081 GRAND NATIONAL DR STE 101,ORLANDO,32819,4072863460,Local,50,50,50,50,50,50,12/28/2009,4,4,88,5,89,3,83,3,88,80,72,24,808,300,1108,Good
GA,117019,ST MARY'S HOME HEALTH SERVICES,1021 JAMESTOWN BLVD SUITE 215,WATKINSVILLE,30677,7063892273,Local,50,50,50,50,50,50,1/1/1970,4,4,89,5,90,3,83,3,84,82,321,28,808,300,1108,Good
IL,147416,ATI HOME HEALTH,"915 HARGER ROAD, SUITE 102",OAK BROOK,60523,7732333337,Local,50,50,50,50,50,50,2/15/1985,4,4,90,5,89,3,83,3,84,82,416,41,808,300,1108,Good
LA,197112,OCHSNER HOME HEALTH - WEST BANK,2439 MANHATTAN BLVD SUITE 400,HARVEY,70058,5042279991,Local,50,50,50,50,50,50,2/21/1984,4,4,90,4,87,4,85,3,84,82,141,23,808,300,1108,Good
LA,197209,TOURO AT HOME TOURO INFIRMARY,1401 FOUCHER ST.,NEW ORLEANS,70115,5048978576,Hospital Based Program,50,50,50,50,50,50,3/18/1987,4,5,93,4,85,2,79,4,86,85,103,26,808,300,1108,Good
LA,197771,AUDUBON HOME HEALTH,9256 INTERLINE AVENUE,BATON ROUGE,70809,2252188009,Local,50,50,50,50,50,50,10/16/2001,4,4,90,4,88,4,85,3,85,80,272,30,808,300,1108,Good
MA,227580,GENTLE HOME CARE SERVICES,"49 BLANCHARD STREET, SUITE 101",LAWRENCE,1843,9782588479,Local,50,50,50,50,50,50,3/17/2014,4,4,90,4,88,4,86,3,88,76,41,14,808,300,1108,Good
MA,227611,ENCOMPASS HEALTH HOME HEALTH,"487 HOLYOKE STREET, SUITE 1",LUDLOW,1056,4136102324,Local,50,50,50,50,50,50,3/23/2015,4,4,90,4,86,3,83,4,86,83,399,28,808,300,1108,Good
MN,247188,SANFORD WORTHINGTON  HOME CARE AGENCY,1018 6TH AVENUE,WORTHINGTON,56187,5073723139,Hospital Based Program,50,50,50,50,0,50,4/4/1985,4,4,89,5,88,5,89,3,84,88,50,40,858,250,1108,Good
NC,347021,BAYADA NURSES INC,280 CONCORD S PARKWAY STE 110B,CONCORD,28027,7049201150,Official Health Agency,50,50,50,50,50,50,3/12/1969,4,4,90,4,87,4,86,3,83,82,201,27,808,300,1108,Good
NC,347126,ADVANCED HOME CARE,744 CHURCH STREET NORTH,CONCORD,28025,7047842111,Local,50,50,50,50,50,50,3/20/1985,4,4,90,4,88,4,87,3,85,78,245,26,808,300,1108,Good
NC,347223,UNC HOME HEALTH,1101 WEAVER DAIRY ROAD SUITE 200,CHAPEL HILL,27514,9849746350,Hospital Based Program,50,50,50,50,50,50,8/12/1997,4,4,89,4,87,4,86,3,85,81,328,22,808,300,1108,Good
ND,357013,CHI HEALTH AT HOME,986 2ND AVE WEST,DICKINSON,58601,7014564378,Official Health Agency,50,50,50,0,50,50,3/5/1979,4,4,89,4,84,5,89,4,89,87,45,31,858,250,1108,Good
NJ,317008,VALLEY HOME CARE INC.,"15 ESSEX ROAD, SUITE #301",PARAMUS,7652,2012916000,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,90,4,87,3,81,4,88,82,666,27,808,300,1108,Good
NV,297232,ADVANCED HOME CARE OF RENO,961 KUENZLI STREET,RENO,89502,7754707300,Local,50,50,50,50,50,50,7/3/2017,4,4,88,4,87,3,83,4,86,84,69,31,808,300,1108,Good
OH,368247,"OHIOANS HOME HEALTHCARE, INC",28315 KENSINGTON LANE,PERRYSBURG,43551,4198434422,Local,50,50,50,50,50,50,2/27/2009,4,4,88,4,87,3,84,4,86,83,429,29,808,300,1108,Good
OH,368332,ACUTE NURSING CARE LLC,"64979 OLD 21 ROAD, SUITE 1",CAMBRIDGE,43725,7404521554,Local,50,50,50,50,50,50,10/18/2010,4,4,89,4,90,3,82,4,90,77,58,40,808,300,1108,Good
OK,377142,DUNCAN REGIONAL HOSPITAL HOMECARE,2000 WEST ELK AVE,DUNCAN,73534,5802518752,Hospital Based Program,50,50,50,50,50,50,7/10/1986,4,4,87,5,88,3,83,3,85,85,165,35,808,300,1108,Good
OK,377195,"RESTORE HOME HEALTHCARE OF OKLAHOMA, LLC",124 SOUTH 4TH STREET,MUSKOGEE,74401,9186829172,Local,50,50,50,50,50,50,4/27/1992,4,4,88,5,89,3,83,3,86,82,398,33,808,300,1108,Good
PA,397774,TRADITIONAL HOME HEALTH CARE,113 WEST DRINKER STREET,DUNMORE,18512,5702079286,Local,50,50,50,50,50,50,8/22/2002,4,4,90,5,89,3,83,3,87,79,361,37,808,300,1108,Good
TX,459213,TENDER HEART HOME HEALTH LLC,3210 W PARK ROW DRIVE,ARLINGTON,76013,8172650066,Local,50,50,50,50,50,50,4/4/1997,4,4,90,3,83,4,86,4,86,83,172,30,808,300,1108,Good
TX,677248,THERACARE HOME HEALTH,"6243 IH-10 WEST, SUITE 130",SAN ANTONIO,78201,2106163299,Official Health Agency,50,50,50,50,50,50,3/26/1990,4,4,90,5,88,3,82,3,85,83,147,24,808,300,1108,Good
VA,497093,INTREPID USA HEALTHCARE SERVICES,165 MARKET STREET SPACE A,ONANCOCK,23417,7577877202,Local,50,50,50,50,50,50,10/14/1993,4,4,88,4,86,4,86,3,87,81,150,26,808,300,1108,Good
VA,497417,FIRST DOMINION HOME HEALTH CARE,2808 OLD FOREST ROAD,LYNCHBURG,24501,4343842800,Local,50,50,50,50,50,50,4/1/1988,4,4,90,4,87,4,87,3,82,82,95,22,808,300,1108,Good
VA,497592,MOUNTAIN REGIONAL PERSONAL CARE SERVICES INC,463 DUFF PATT HIGHWAY,DUFFIELD,24244,2764311440,Local,50,50,50,50,50,50,8/10/2004,4,5,89,4,85,2,80,4,90,84,76,38,808,300,1108,Good
WV,517092,MOUNTAINEER HOMECARE,"400 TRACY WAY, SUITE 100",CHARLESTON,25311,3047200205,Local,50,50,50,50,50,50,1/10/1995,4,4,88,4,86,4,85,3,86,83,529,28,808,300,1108,Good
AL,17103,BRYAN W. WHITFIELD MEMORIAL HOSPITAL HOME HEALTH,105 HIGHWAY 80 EAST,DEMOPOLIS,36732,3342890701,Combination Government Voluntary,50,50,50,50,0,50,12/23/1992,4,5,94,5,93,3,84,4,89,77,57,29,857,250,1107,Good
AL,17319,AMEDISYS HOME HEALTH OF MONTGOMERY,"300 INTERSTATE PARK DRIVE, SUITE 324",MONTGOMERY,36109,3342720313,Local,50,50,50,50,50,50,2/1/1994,4,4,89,4,88,4,86,3,85,79,358,26,807,300,1107,Good
AR,47029,KINDRED AT HOME 1,"10825 FINANCIAL CENTRE PARKWAY, SUITE 210",LITTLE ROCK,72211,5012238310,Visiting Nurse Association,50,50,50,50,50,50,10/22/1981,4,4,89,4,86,4,86,3,87,79,344,30,807,300,1107,Good
AR,47081,MAGNOLIA HOSPITAL HOME HEALTH AGENCY,833 NORTH WASHINGTON,MAGNOLIA,71753,8702353598,Hospital Based Program,50,50,50,0,0,50,1/24/1984,5,5,91,5,92,4,86,4,90,88,116,46,907,200,1107,Good
CA,58025,KINDRED AT HOME,"10100 TRINITY PARKWAY, SUITE 425",STOCKTON,95219,2094747881,Local,50,50,50,50,50,50,8/7/1997,4,4,89,4,86,4,85,3,86,81,383,26,807,300,1107,Good
CA,59471,BLOSSOM RIDGE HOME HEALTH AGENCY,"520 9TH STREET, SUITE 240",SACRAMENTO,95814,8009916147,Local,50,50,50,50,50,50,3/27/2013,4,4,88,4,87,4,86,3,86,80,387,23,807,300,1107,Good
CO,67454,COLORADO HEALTH CONNECTIONS INC,2755 S LOCUST ST STE 120,DENVER,80222,3037582277,Visiting Nurse Association,50,50,50,50,50,50,11/23/2005,4,4,89,5,90,3,83,3,88,77,137,26,807,300,1107,Good
FL,107289,"BRRH HOME HEALTH SERVICES, INC.",670 GLADES RD STE B-180,BOCA RATON,33431,5619554040,Hospital Based Program,50,50,50,50,50,50,2/19/1990,4,4,89,4,89,3,81,4,87,81,243,48,807,300,1107,Good
FL,108067,APEX HOME HEALTHCARE,6789 SOUTHPOINT PKWY STE 200,JACKSONVILLE,32216,9042960605,Visiting Nurse Association,50,50,50,50,50,50,6/14/2004,4,4,90,4,85,4,85,3,86,81,272,24,807,300,1107,Good
FL,108327,LAKESIDE QUALITY HOME HEALTH CARE INC,725 E MAIN ST STE B,PAHOKEE,33476,5619247675,Local,50,50,50,50,50,50,6/28/2006,4,4,89,5,94,2,76,4,91,77,40,22,807,300,1107,Good
FL,108410,PREMIER CARE HOMECARE LLC,1711 CITRUS BLVD,LEESBURG,34748,3523657850,Official Health Agency,50,50,0,50,50,50,4/19/2007,4,5,90,5,89,3,82,4,90,86,180,40,857,250,1107,Good
FL,109442,FLORIDA FIRST CARE INC,800 ZEAGLER DR STE 220,PALATKA,32177,3863258900,Local,50,50,50,0,50,50,7/28/2009,4,5,92,4,87,4,85,4,91,82,207,37,857,250,1107,Good
GA,117024,ARCHBOLD HOME HEALTH SERVICES,400 OLD ALBANY ROAD,THOMASVILLE,31792,2292282200,Local,50,50,50,50,50,50,10/1/1974,4,4,90,4,88,3,84,4,85,80,387,23,807,300,1107,Good
IA,167133,MERCY HOME CARE - DES MOINES,"500 SW 7TH STREET, SUITE 104",DES MOINES,50309,5156438383,Local,50,50,50,50,50,50,3/1/1984,4,4,88,4,87,3,83,4,87,82,338,37,807,300,1107,Good
ID,137081,ASPEN HOME HEALTH SERVICES,3470 WASHINGTON PKWY,IDAHO FALLS,83404,2085290800,Local,50,50,50,50,50,50,6/23/1995,4,5,92,4,87,2,77,4,87,84,199,34,807,300,1107,Good
IN,157487,COMMUNITY HOME HEALTH SERVICES,901 RIDGE ROAD,MUNSTER,46321,2198366716,Hospital Based Program,50,50,50,50,50,50,11/22/1996,4,4,90,5,90,2,78,4,89,80,292,32,807,300,1107,Good
KS,177117,VIA CHRISTI HOME HEALTH WICHITA,"1035 NORTH EMPORIA, SUITE 230",WICHITA,67214,3162688588,Local,50,50,50,50,50,50,11/9/1983,4,4,90,4,88,4,85,3,85,79,419,30,807,300,1107,Good
KY,187026,WHITLEY COUNTY HOME HEALTH AGENCY,368 PENNY LANE,WILLIAMSBURG,40769,6065490886,Local,50,50,50,50,50,50,2/19/1969,4,5,91,4,88,2,76,4,91,81,159,28,807,300,1107,Good
LA,197213,HEALTH CARE OPTIONS INC,"6639 SULLIVAN ROAD, SUITE A",GREENWELL SPRINGS,70739,2252616314,Local,50,50,50,50,50,50,6/23/1987,4,4,91,3,84,5,92,3,85,75,65,39,807,300,1107,Good
LA,197787,RED RIVER HOME HEALTH CARE,"1701 OLD MINDEN ROAD, STE 33-B",BOSSIER CITY,71111,3187524662,Official Health Agency,50,50,50,50,50,50,2/17/2011,4,4,89,4,87,4,87,3,83,81,136,30,807,300,1107,Good
MA,227465,OVERLOOK VISITING NURSE ASSOCIATION INC,88 MASONIC ROAD,CHARLTON,1507,5087923460,Visiting Nurse Association,50,50,50,50,50,50,9/4/1997,4,4,88,4,87,3,82,4,87,83,390,46,807,300,1107,Good
ME,207021,HEALTHREACH HOMECARE & HOSPICE,10 WATER STREET SUITE 307,WATERVILLE,4901,2078616200,Visiting Nurse Association,50,50,50,50,50,50,9/28/1967,4,4,88,4,86,3,84,4,86,83,627,34,807,300,1107,Good
MS,257141,MISSISSIPPI HOMECARE OF PICAYUNE,1701 HWY 43 N STE 6,PICAYUNE,39466,6017499101,Local,50,50,50,50,50,50,9/1/2001,4,4,90,4,87,4,86,3,84,80,721,29,807,300,1107,Good
NJ,317012,"CAPE REGIONAL HOME HEALTH CARE, LLC","1261 ROUTE 9 SOUTH, UNIT 5A",CAPE MAY COURT HOUSE,8210,6094651205,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,90,4,86,4,86,3,86,79,286,30,807,300,1107,Good
