State,Rank,CMS Certification Number (CCN)*,Provider Name,Address,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Rank,Score,Offers,Total Score,Color Rating,Latitude,Longitude
MO,2247,267641,EXCELCARE HOME HEALTH SERVICES LLC,"5622 DELMAR BLVD  STE 108, SAINT LOUIS MO 63112",3143617775,Local,50,50,50,50,0,50,41429,4,5,93,3,86,5,89,4,85,86,60,2247,859,250,1109,Medium,38.6535654,-90.2831299
NV,2248,297148,"SILVER STATE HOME HEALTH CARE, INC","2725 S JONES BLVD STE 108, LAS VEGAS NV 89146",7024512273,Local,50,50,50,50,50,50,39603,4,5,92,4,87,2,78,4,91,81,52,2248,809,300,1109,Medium,36.1399048,-115.2257357
NY,2249,337078,VNA UTICA AND ONEIDA CO CHHA,"1650 CHAMPLIN AVENUE, UTICA NY 13502",3156248900,Visiting Nurse Association,50,50,50,50,50,50,24289,4,4,90,4,86,4,87,3,85,81,397,2249,809,300,1109,Medium,43.0963552,-75.2742484
NY,2250,337203,EDDY VISITING NURSE & REHAB ASSOCIATION,"433 RIVER STREET  SUITE 3000, TROY NY 12180",5182746200,Visiting Nurse Association,50,50,50,50,50,50,31049,4,4,90,4,87,3,82,4,86,84,578,2250,809,300,1109,Medium,42.7379014,-73.6869194
OH,2251,367163,INTERIM HEALTHCARE OF CINCINNATI,"8050 HOSBROOK, SUITE 406, CINCINNATI OH 45236",5139841110,Local,50,50,50,50,50,50,29894,4,4,92,4,85,3,84,4,87,81,83,2251,809,300,1109,Medium,39.204582,-84.371414
OH,2252,367510,OHIO LIVING HOME HEALTH GREATER DAYTON,"3003 WEST CISCO ROAD, SIDNEY OH 45365",9374155666,Local,50,50,50,50,50,50,34016,4,3,88,4,85,5,88,3,89,79,120,2252,809,300,1109,Medium,40.3147491,-84.206166
OH,2253,368371,"MR HOMECARE OF CLEVELAND OHIO, INC","6005 D-2 LANDERHAVEN DRIVE, MAYFIELD HEIGHTS OH 44124",4402483890,Local,50,50,50,50,0,50,40700,4,3,87,5,90,5,91,4,89,82,78,2253,859,250,1109,Medium,41.5039248,-81.4606772
OR,2254,387023,SACRED HEART HOME HEALTH,"677 E 12TH AVE, SUITE N200, EUGENE OR 97401",4582087300,Hospital Based Program,50,50,50,50,50,50,24289,4,4,90,4,86,3,84,4,87,82,478,2254,809,300,1109,Medium,44.0468959,-123.0824873
OR,2255,387026,ST CHARLES HOME HEALTH SERVICES,"63031 NE LAYTON AVE, BEND OR 97701",5417067796,Hospital Based Program,50,50,50,50,50,50,24324,4,4,89,4,87,4,85,3,85,83,339,2255,809,300,1109,Medium,44.0892283,-121.2911887
PA,2256,397013,PENN MEDICINE HOME HEALTH LANCASTER GENERAL HEALTH,"1811 OLDE HOMESTEAD ROAD, PO BOX 10788, LANCASTER PA 17605",7173978251,Visiting Nurse Association,50,50,50,50,50,50,24289,4,4,90,4,88,4,85,3,85,81,550,2256,809,300,1109,Medium,40.0501241,-76.2496771
PA,2257,397643,"BAYADA HOME HEALTH CARE, INC.","1020 N DELAWARE AVENUE 3RD FLOOR SUITE 301, PHILADELPHIA PA 19125",2154130600,Local,50,50,50,50,50,50,34949,4,4,88,4,86,4,86,3,85,84,305,2257,809,300,1109,Medium,39.9656113,-75.1333127
PA,2258,398076,"CAREGIVERS AMERICA HOME HEALTH SERVICES, LLC","718 SOUTH STATE STREET, CLARKS SUMMIT PA 18411",5705866633,Local,50,50,50,50,50,50,39444,4,4,91,4,87,3,82,4,89,80,600,2258,809,300,1109,Medium,41.4913224,-75.6983035
TN,2259,447291,SUNCREST HOME HEALTH,"121 NORTH IRWIN STREET, MANCHESTER TN 37355",9317282453,Local,50,50,50,50,50,50,30791,4,4,90,4,88,4,85,3,86,80,352,2259,809,300,1109,Medium,35.4832694,-86.0894725
TX,2260,679076,AT HOME HEALTHCARE,"858 GILMER STREET, SULPHUR SPRINGS TX 75482",9038855606,Local,50,50,50,50,50,50,37173,4,4,90,3,82,4,86,4,88,83,294,2260,809,300,1109,Medium,33.1269174,-95.5986985
AL,2261,17034,COMFORT CARE COASTAL HOME HEALTH,"1390 NORTH MCKENZIE STREET, FOLEY AL 36535",2516214431,Local,50,50,50,50,50,50,29732,4,4,91,4,86,4,86,3,84,81,426,2261,808,300,1108,Medium,30.4223528,-87.682483
AL,2262,17136,RELIABLE HOME HEALTH,"435 MEETING AVENUE, GEORGIANA AL 36033",3343762286,Hospital Based Program,50,50,0,0,0,50,34603,5,5,95,5,91,5,93,5,90,89,70,2262,958,150,1108,Medium,31.6362066,-86.7444981
AR,2263,47105,KINDRED AT HOME 1,"4328 CENTRAL AVENUE, SUITE E, HOT SPRINGS AR 71913",5015255888,Local,50,50,50,50,50,50,32428,4,4,88,4,86,4,87,3,85,82,314,2263,808,300,1108,Medium,34.4522319,-93.0739748
AR,2264,47122,ELITE HOME HEALTH,"318 SOUTH RHODES STREET, WEST MEMPHIS AR 72301",8707327777,Local,50,50,50,50,50,50,33092,4,4,90,4,87,4,87,3,85,79,189,2264,808,300,1108,Medium,35.1438683,-90.1876678
AZ,2265,37106,AMEDISYS HOME HEALTH CARE,"5045 NORTH 12TH STREET, SUITE 100, PHOENIX AZ 85014",6022000835,Local,50,50,50,50,50,50,32477,4,4,88,4,88,4,87,3,85,80,125,2265,808,300,1108,Medium,33.5107698,-112.0555548
AZ,2266,37144,"SACRED HEART HOME CARE, INC","2504 EAST RIVER ROAD, SUITE 100, TUCSON AZ 85718",5205774630,Local,50,50,50,50,50,50,34088,4,5,91,4,85,2,77,4,90,85,113,2266,808,300,1108,Medium,32.2850616,-110.9335726
AZ,2267,37411,"ELITE HOME HEALTH SERVICES, LLC","2140 WEST GREENWAY ROAD, SUITE 100, PHOENIX AZ 85023",6026268462,Local,50,50,50,50,50,50,41117,4,4,90,4,87,3,81,4,87,83,195,2267,808,300,1108,Medium,33.6257201,-112.1050243
CA,2268,57276,JOHN MUIR HOME HEALTH SERVICES,"2298 PIKE COURT, CONCORD CA 94520",9256742560,Hospital Based Program,50,50,50,50,50,50,29833,4,4,89,4,86,3,83,4,87,83,1311,2268,808,300,1108,Medium,38.0105055,-122.0338897
CA,2269,58461,"HEALTHNET HOME CARE SERVICES, INC","2025 N GLENOAKS BLVD SUITE 203, BURBANK CA 91504",8188468483,Local,50,50,50,50,50,50,39527,4,5,90,4,81,4,86,3,79,72,47,2269,808,300,1108,Medium,34.1972216,-118.325876
CA,2270,557289,OPTIMAL HOME HEALTH,"1315 BOUGHTON DR, BAKERSFIELD CA 93308",6614104000,Local,50,50,50,50,50,50,34129,4,4,89,4,87,4,86,3,85,81,521,2270,808,300,1108,Medium,35.433739,-119.048635
CO,2271,67136,HEART OF THE ROCKIES HOME HEALTH AND HOSPICE,"301 OAK ST UNIT E, SALIDA CO 81201",7195397638,Local,50,50,50,0,50,50,31048,4,5,90,5,88,4,86,3,85,89,71,2271,858,250,1108,Medium,38.5297339,-105.9843556
CT,2272,77074,"VISITING NURSE & HOSPICE OF FAIRFIELD COUNTY, INC","22 DANBURY ROAD, WILTON CT 6897",2037628958,Visiting Nurse Association,50,50,50,50,50,50,24289,4,4,90,5,87,3,83,3,84,84,242,2272,808,300,1108,Medium,41.163229,-73.4185265
FL,2273,107408,ADVENTHEALTH HOME CARE EAST FLORIDA,"770 W GRANADA BLVD STE 319, ORMOND BEACH FL 32174",3866733121,Hospital Based Program,50,50,50,50,50,50,33277,4,4,90,4,85,4,87,3,85,81,701,2273,808,300,1108,Medium,29.2782245,-81.0810351
FL,2274,109435,FUSION HEALTHCARE,"10508 SPRING HILL DR, SPRING HILL FL 34608",3526841388,Official Health Agency,50,50,50,50,50,50,40079,4,4,93,5,88,2,78,4,89,80,57,2274,808,300,1108,Medium,28.4601742,-82.5444413
FL,2275,109491,ALTERNATIVE HOME HEALTH AGENCY INC,"7081 GRAND NATIONAL DR STE 101, ORLANDO FL 32819",4072863460,Local,50,50,50,50,50,50,40175,4,4,88,5,89,3,83,3,88,80,72,2275,808,300,1108,Medium,28.4589538,-81.4554928
GA,2276,117019,ST MARY'S HOME HEALTH SERVICES,"1021 JAMESTOWN BLVD SUITE 215, WATKINSVILLE GA 30677",7063892273,Local,50,50,50,50,50,50,25569,4,4,89,5,90,3,83,3,84,82,321,2276,808,300,1108,Medium,33.8654204,-83.4482649
IL,2277,147416,ATI HOME HEALTH,"915 HARGER ROAD, SUITE 102, OAK BROOK IL 60523",7732333337,Local,50,50,50,50,50,50,31093,4,4,90,5,89,3,83,3,84,82,416,2277,808,300,1108,Medium,41.8512645,-87.9429008
LA,2278,197112,OCHSNER HOME HEALTH - WEST BANK,"2439 MANHATTAN BLVD SUITE 400, HARVEY LA 70058",5042279991,Local,50,50,50,50,50,50,30733,4,4,90,4,87,4,85,3,84,82,141,2278,808,300,1108,Medium,29.8774888,-90.048516
LA,2279,197209,TOURO AT HOME TOURO INFIRMARY,"1401 FOUCHER ST., NEW ORLEANS LA 70115",5048978576,Hospital Based Program,50,50,50,50,50,50,31854,4,5,93,4,85,2,79,4,86,85,103,2279,808,300,1108,Medium,29.9257745,-90.0923462
LA,2280,197771,AUDUBON HOME HEALTH,"9256 INTERLINE AVENUE, BATON ROUGE LA 70809",2252188009,Local,50,50,50,50,50,50,37180,4,4,90,4,88,4,85,3,85,80,272,2280,808,300,1108,Medium,30.421617,-91.0819311
MA,2281,227580,GENTLE HOME CARE SERVICES,"49 BLANCHARD STREET, SUITE 101, LAWRENCE MA 1843",9782588479,Local,50,50,50,50,50,50,41715,4,4,90,4,88,4,86,3,88,76,41,2281,808,300,1108,Medium,42.6965219,-71.1611439
MA,2282,227611,ENCOMPASS HEALTH HOME HEALTH,"487 HOLYOKE STREET, SUITE 1, LUDLOW MA 1056",4136102324,Local,50,50,50,50,50,50,42086,4,4,90,4,86,3,83,4,86,83,399,2282,808,300,1108,Medium,42.181856,-72.5056186
MN,2283,247188,SANFORD WORTHINGTON  HOME CARE AGENCY,"1018 6TH AVENUE, WORTHINGTON MN 56187",5073723139,Hospital Based Program,50,50,50,50,0,50,31141,4,4,89,5,88,5,89,3,84,88,50,2283,858,250,1108,Medium,43.622317,-95.5988394
NC,2284,347021,BAYADA NURSES INC,"280 CONCORD S PARKWAY STE 110B, CONCORD NC 28027",7049201150,Official Health Agency,50,50,50,50,50,50,25274,4,4,90,4,87,4,86,3,83,82,201,2284,808,300,1108,Medium,35.3961974,-80.61221
NC,2285,347126,ADVANCED HOME CARE,"744 CHURCH STREET NORTH, CONCORD NC 28025",7047842111,Local,50,50,50,50,50,50,31126,4,4,90,4,88,4,87,3,85,78,245,2285,808,300,1108,Medium,35.4299257,-80.5999276
NC,2286,347223,UNC HOME HEALTH,"1101 WEAVER DAIRY ROAD SUITE 200, CHAPEL HILL NC 27514",9849746350,Hospital Based Program,50,50,50,50,50,50,35654,4,4,89,4,87,4,86,3,85,81,328,2286,808,300,1108,Medium,35.9635698,-79.053271
ND,2287,357013,CHI HEALTH AT HOME,"986 2ND AVE WEST, DICKINSON ND 58601",7014564378,Official Health Agency,50,50,50,0,50,50,28919,4,4,89,4,84,5,89,4,89,87,45,2287,858,250,1108,Medium,46.890308,-102.7869517
NJ,2288,317008,VALLEY HOME CARE INC.,"15 ESSEX ROAD, SUITE #301, PARAMUS NJ 7652",2012916000,Visiting Nurse Association,50,50,50,50,50,50,24289,4,4,90,4,87,3,81,4,88,82,666,2288,808,300,1108,Medium,40.9313461,-74.0785702
NV,2289,297232,ADVANCED HOME CARE OF RENO,"961 KUENZLI STREET, RENO NV 89502",7754707300,Local,50,50,50,50,50,50,42919,4,4,88,4,87,3,83,4,86,84,69,2289,808,300,1108,Medium,39.528976,-119.794775
OH,2290,368247,"OHIOANS HOME HEALTHCARE, INC","28315 KENSINGTON LANE, PERRYSBURG OH 43551",4198434422,Local,50,50,50,50,50,50,39871,4,4,88,4,87,3,84,4,86,83,429,2290,808,300,1108,Medium,41.5631847,-83.591058
OH,2291,368332,ACUTE NURSING CARE LLC,"64979 OLD 21 ROAD, SUITE 1, CAMBRIDGE OH 43725",7404521554,Local,50,50,50,50,50,50,40469,4,4,89,4,90,3,82,4,90,77,58,2291,808,300,1108,Medium,40.0444646,-81.5760739
OK,2292,377142,DUNCAN REGIONAL HOSPITAL HOMECARE,"2000 WEST ELK AVE, DUNCAN OK 73534",5802518752,Hospital Based Program,50,50,50,50,50,50,31603,4,4,87,5,88,3,83,3,85,85,165,2292,808,300,1108,Medium,34.5212334,-97.9736758
OK,2293,377195,"RESTORE HOME HEALTHCARE OF OKLAHOMA, LLC","124 SOUTH 4TH STREET, MUSKOGEE OK 74401",9186829172,Local,50,50,50,50,50,50,33721,4,4,88,5,89,3,83,3,86,82,398,2293,808,300,1108,Medium,35.748107,-95.372908
PA,2294,397774,TRADITIONAL HOME HEALTH CARE,"113 WEST DRINKER STREET, DUNMORE PA 18512",5702079286,Local,50,50,50,50,50,50,37490,4,4,90,5,89,3,83,3,87,79,361,2294,808,300,1108,Medium,41.422244,-75.6313786
TX,2295,459213,TENDER HEART HOME HEALTH LLC,"3210 W PARK ROW DRIVE, ARLINGTON TX 76013",8172650066,Local,50,50,50,50,50,50,35524,4,4,90,3,83,4,86,4,86,83,172,2295,808,300,1108,Medium,32.721113,-97.1581096
TX,2296,677248,THERACARE HOME HEALTH,"6243 IH-10 WEST, SUITE 130, SAN ANTONIO TX 78201",2106163299,Official Health Agency,50,50,50,50,50,50,32958,4,4,90,5,88,3,82,3,85,83,147,2296,808,300,1108,Medium,29.5658668,-98.5920031
VA,2297,497093,INTREPID USA HEALTHCARE SERVICES,"165 MARKET STREET SPACE A, ONANCOCK VA 23417",7577877202,Local,50,50,50,50,50,50,34256,4,4,88,4,86,4,86,3,87,81,150,2297,808,300,1108,Medium,37.7091426,-75.7336056
VA,2298,497417,FIRST DOMINION HOME HEALTH CARE,"2808 OLD FOREST ROAD, LYNCHBURG VA 24501",4343842800,Local,50,50,50,50,50,50,32234,4,4,90,4,87,4,87,3,82,82,95,2298,808,300,1108,Medium,37.4160053,-79.2043801
VA,2299,497592,MOUNTAIN REGIONAL PERSONAL CARE SERVICES INC,"463 DUFF PATT HIGHWAY, DUFFIELD VA 24244",2764311440,Local,50,50,50,50,50,50,38209,4,5,89,4,85,2,80,4,90,84,76,2299,808,300,1108,Medium,36.7106128,-82.7989562
WV,2300,517092,MOUNTAINEER HOMECARE,"400 TRACY WAY, SUITE 100, CHARLESTON WV 25311",3047200205,Local,50,50,50,50,50,50,34709,4,4,88,4,86,4,85,3,86,83,529,2300,808,300,1108,Medium,38.3571357,-81.5991235
AL,2301,17103,BRYAN W. WHITFIELD MEMORIAL HOSPITAL HOME HEALTH,"105 HIGHWAY 80 EAST, DEMOPOLIS AL 36732",3342890701,Combination Government Voluntary,50,50,50,50,0,50,33961,4,5,94,5,93,3,84,4,89,77,57,2301,857,250,1107,Medium,32.5038111,-87.837458
AL,2302,17319,AMEDISYS HOME HEALTH OF MONTGOMERY,"300 INTERSTATE PARK DRIVE, SUITE 324, MONTGOMERY AL 36109",3342720313,Local,50,50,50,50,50,50,34366,4,4,89,4,88,4,86,3,85,79,358,2302,807,300,1107,Medium,32.3618309,-86.2421274
AR,2303,47029,KINDRED AT HOME 1,"10825 FINANCIAL CENTRE PARKWAY, SUITE 210, LITTLE ROCK AR 72211",5012238310,Visiting Nurse Association,50,50,50,50,50,50,29881,4,4,89,4,86,4,86,3,87,79,344,2303,807,300,1107,Medium,34.7474042,-92.3960243
AR,2304,47081,MAGNOLIA HOSPITAL HOME HEALTH AGENCY,"833 NORTH WASHINGTON, MAGNOLIA AR 71753",8702353598,Hospital Based Program,50,50,50,0,0,50,30705,5,5,91,5,92,4,86,4,90,88,116,2304,907,200,1107,Medium,33.27511,-93.240411
CA,2305,58025,KINDRED AT HOME,"10100 TRINITY PARKWAY, SUITE 425, STOCKTON CA 95219",2094747881,Local,50,50,50,50,50,50,35649,4,4,89,4,86,4,85,3,86,81,383,2305,807,300,1107,Medium,38.0476563,-121.3703337
CA,2306,59471,BLOSSOM RIDGE HOME HEALTH AGENCY,"520 9TH STREET, SUITE 240, SACRAMENTO CA 95814",8009916147,Local,50,50,50,50,50,50,41360,4,4,88,4,87,4,86,3,86,80,387,2306,807,300,1107,Medium,38.5855269,-121.4931922
CO,2307,67454,COLORADO HEALTH CONNECTIONS INC,"2755 S LOCUST ST STE 120, DENVER CO 80222",3037582277,Visiting Nurse Association,50,50,50,50,50,50,38679,4,4,89,5,90,3,83,3,88,77,137,2307,807,300,1107,Medium,39.66638,-104.9160262
FL,2308,107289,"BRRH HOME HEALTH SERVICES, INC.","670 GLADES RD STE B-180, BOCA RATON FL 33431",5619554040,Hospital Based Program,50,50,50,50,50,50,32923,4,4,89,4,89,3,81,4,87,81,243,2308,807,300,1107,Medium,26.363471,-80.1003687
FL,2309,108067,APEX HOME HEALTHCARE,"6789 SOUTHPOINT PKWY STE 200, JACKSONVILLE FL 32216",9042960605,Visiting Nurse Association,50,50,50,50,50,50,38152,4,4,90,4,85,4,85,3,86,81,272,2309,807,300,1107,Medium,30.2592753,-81.5920209
FL,2310,108327,LAKESIDE QUALITY HOME HEALTH CARE INC,"725 E MAIN ST STE B, PAHOKEE FL 33476",5619247675,Local,50,50,50,50,50,50,38896,4,4,89,5,94,2,76,4,91,77,40,2310,807,300,1107,Medium,26.8277696,-80.6595045
FL,2311,108410,PREMIER CARE HOMECARE LLC,"1711 CITRUS BLVD, LEESBURG FL 34748",3523657850,Official Health Agency,50,50,0,50,50,50,39191,4,5,90,5,89,3,82,4,90,86,180,2311,857,250,1107,Medium,28.8329479,-81.8892254
FL,2312,109442,FLORIDA FIRST CARE INC,"800 ZEAGLER DR STE 220, PALATKA FL 32177",3863258900,Local,50,50,50,0,50,50,40022,4,5,92,4,87,4,85,4,91,82,207,2312,857,250,1107,Medium,29.6405982,-81.6940407
GA,2313,117024,ARCHBOLD HOME HEALTH SERVICES,"400 OLD ALBANY ROAD, THOMASVILLE GA 31792",2292282200,Local,50,50,50,50,50,50,27303,4,4,90,4,88,3,84,4,85,80,387,2313,807,300,1107,Medium,30.853083,-83.994899
IA,2314,167133,MERCY HOME CARE - DES MOINES,"500 SW 7TH STREET, SUITE 104, DES MOINES IA 50309",5156438383,Local,50,50,50,50,50,50,30742,4,4,88,4,87,3,83,4,87,82,338,2314,807,300,1107,Medium,41.5779964,-93.6239175
ID,2315,137081,ASPEN HOME HEALTH SERVICES,"3470 WASHINGTON PKWY, IDAHO FALLS ID 83404",2085290800,Local,50,50,50,50,50,50,34873,4,5,92,4,87,2,77,4,87,84,199,2315,807,300,1107,Medium,43.466247,-111.9937309
IN,2316,157487,COMMUNITY HOME HEALTH SERVICES,"901 RIDGE ROAD, MUNSTER IN 46321",2198366716,Hospital Based Program,50,50,50,50,50,50,35391,4,4,90,5,90,2,78,4,89,80,292,2316,807,300,1107,Medium,41.561649,-87.507164
KS,2317,177117,VIA CHRISTI HOME HEALTH WICHITA,"1035 NORTH EMPORIA, SUITE 230, WICHITA KS 67214",3162688588,Local,50,50,50,50,50,50,30629,4,4,90,4,88,4,85,3,85,79,419,2317,807,300,1107,Medium,37.7016646,-97.3336253
KY,2318,187026,WHITLEY COUNTY HOME HEALTH AGENCY,"368 PENNY LANE, WILLIAMSBURG KY 40769",6065490886,Local,50,50,50,50,50,50,25253,4,5,91,4,88,2,76,4,91,81,159,2318,807,300,1107,Medium,36.7265104,-84.1729811
LA,2319,197213,HEALTH CARE OPTIONS INC,"6639 SULLIVAN ROAD, SUITE A, GREENWELL SPRINGS LA 70739",2252616314,Local,50,50,50,50,50,50,31951,4,4,91,3,84,5,92,3,85,75,65,2319,807,300,1107,Medium,30.513438,-91.0299962
LA,2320,197787,RED RIVER HOME HEALTH CARE,"1701 OLD MINDEN ROAD, STE 33-B, BOSSIER CITY LA 71111",3187524662,Official Health Agency,50,50,50,50,50,50,40591,4,4,89,4,87,4,87,3,83,81,136,2320,807,300,1107,Medium,32.5169888,-93.7182833
MA,2321,227465,OVERLOOK VISITING NURSE ASSOCIATION INC,"88 MASONIC ROAD, CHARLTON MA 1507",5087923460,Visiting Nurse Association,50,50,50,50,50,50,35677,4,4,88,4,87,3,82,4,87,83,390,2321,807,300,1107,Medium,42.1390891,-71.9763348
ME,2322,207021,HEALTHREACH HOMECARE & HOSPICE,"10 WATER STREET SUITE 307, WATERVILLE ME 4901",2078616200,Visiting Nurse Association,50,50,50,50,50,50,24743,4,4,88,4,86,3,84,4,86,83,627,2322,807,300,1107,Medium,44.5461926,-69.6295021
MS,2323,257141,MISSISSIPPI HOMECARE OF PICAYUNE,"1701 HWY 43 N STE 6, PICAYUNE MS 39466",6017499101,Local,50,50,50,50,50,50,37135,4,4,90,4,87,4,86,3,84,80,721,2323,807,300,1107,Medium,30.5483159,-89.6766582
NJ,2324,317012,"CAPE REGIONAL HOME HEALTH CARE, LLC","1261 ROUTE 9 SOUTH, UNIT 5A, CAPE MAY COURT HOUSE NJ 8210",6094651205,Visiting Nurse Association,50,50,50,50,50,50,24289,4,4,90,4,86,4,86,3,86,79,286,2324,807,300,1107,Medium,39.0470179,-74.8510329
OH,2325,367173,"GREAT LAKES CARING, A PART OF THE ELARA CARING NET","5966 HEISLEY ROAD, SUITE 100, MENTOR OH 44060",4403589200,Local,50,50,50,50,50,50,29986,4,4,89,5,89,3,82,3,84,83,365,2325,807,300,1107,Medium,41.7095072,-81.30876
PA,2326,398051,ENCOMPASS HEALTH HOME HEALTH,"1100 BERKSHIRE BLVD SUITE 210, WYOMISSING PA 19610",6107966473,Local,50,50,50,50,50,50,39023,4,4,90,4,89,4,87,3,84,77,194,2326,807,300,1107,Medium,40.3438333,-75.9742041
TN,2327,447230,UNIVERSITY OF TN MEDICAL CENTER HOME CARE SERVICES,"4435 VALLEY VIEW DRIVE, SUITE 101, KNOXVILLE TN 37917",8655446200,Local,50,50,50,50,50,50,30538,4,4,90,4,86,4,86,3,84,81,774,2327,807,300,1107,Medium,36.0301503,-83.8864294
TN,2328,447566,"GUARDIAN HOME CARE OF NASHVILLE, LLC","741 COOL SPRINGS BLVD, SUITE 110, FRANKLIN TN 37067",6157712080,Local,50,50,50,50,50,50,38056,4,4,88,4,86,4,86,3,84,83,454,2328,807,300,1107,Medium,35.9443488,-86.8034429
TX,2329,457996,ST ANTHONYS HOME HEALTHCARE SERVICES INC,"5303 N MCCOLL RD, MCALLEN TX 78504",9569948766,Local,50,50,50,50,50,50,38758,4,4,86,4,85,4,87,3,84,85,160,2329,807,300,1107,Medium,26.2487175,-98.205343
TX,2330,458306,IPR HEALTHCARE SYSTEM INC,"8830 INTERCHANGE DRIVE, HOUSTON TX 77054",7135926776,Local,50,50,50,50,50,50,34730,4,4,89,4,89,4,87,3,83,79,165,2330,807,300,1107,Medium,29.6748091,-95.4147566
TX,2331,677158,SUNRISE HOME HEALTH SERVICES,"1221 ARISTA ROAD, ROCKWALL TX 75032",9722781414,Local,50,50,50,50,50,50,32377,4,4,90,4,86,3,83,4,86,82,270,2331,807,300,1107,Medium,32.8878639,-96.472116
TX,2332,679725,SOUTHERN HOMECARE INC,"11500 PELLICANO DR UNIT B10, EL PASO TX 79936",9158578573,Local,50,50,50,50,50,50,39492,4,4,90,4,86,3,84,4,88,79,40,2332,807,300,1107,Medium,31.7453687,-106.3100965
AL,2333,17115,GADSDEN REGIONAL HOME HEALTH,"301 S 4TH STREET, GADSDEN AL 35901",2565382273,Local,50,50,50,50,0,50,34177,4,4,90,5,89,4,87,4,89,81,201,2333,856,250,1106,Medium,34.0098937,-86.0054201
AR,2334,47001,CHI ST VINCENT HEALTH AT HOME,"1 EXECUTIVE CENTER COURT, SUITE 110, LITTLE ROCK AR 72211",5016644933,Visiting Nurse Association,50,50,50,50,50,50,24289,4,4,88,4,87,4,85,3,86,80,309,2334,806,300,1106,Medium,34.7376398,-92.4039038
AR,2335,47009,SPARKS HEALTH SYSTEM HOME HEALTH,"4300 ROGERS AVENUE, SUITE 34 & 35, FORT SMITH AR 72903",4794415850,Local,50,50,50,50,0,50,28788,4,4,90,5,89,4,85,4,87,85,207,2335,856,250,1106,Medium,35.36809,-94.38502
AR,2336,47016,BAXTER COUNTY HOME HEALTH,"30 RYAN ROAD, COTTER AR 72626",8704357500,Hospital Based Program,50,50,50,50,50,50,29146,4,4,87,5,89,3,83,3,83,84,324,2336,806,300,1106,Medium,36.2853152,-92.5143035
CA,2337,57004,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"5099 COMMERCIAL CIRCLE, SUITE 205-A, CONCORD CA 94520",9256774240,Local,50,50,50,50,50,50,24289,4,4,88,4,86,4,87,3,85,80,979,2337,806,300,1106,Medium,38.0202121,-122.0314474
CA,2338,59164,"CARESS HOME HEALTH PROVIDERS, INC","22048 SHERMAN WAY, SUITE 306, CANOGA PARK CA 91303",8188843855,Local,50,50,50,50,50,50,40220,4,4,86,4,85,4,86,3,88,81,44,2338,806,300,1106,Medium,34.2007256,-118.607771
FL,2339,103188,FIRST AT HOME INC,"5055 S CONGRESS AVE STE 301, ATLANTIS FL 33462",5619638109,Local,50,50,50,50,50,50,41393,4,4,88,4,85,4,85,3,86,82,307,2339,806,300,1106,Medium,26.6030264,-80.090445
FL,2340,107576,ADVENT CHRISTIAN VILLAGE HOME CARE AGENCY,"23740 PARK CENTER DR, LIVE OAK FL 32060",3866585460,Local,50,50,50,50,0,50,35677,4,5,90,5,90,4,87,3,81,88,43,2340,856,250,1106,Medium,30.2504125,-83.2417536
FL,2341,107752,UNS UNITED NURSING SERVICES,"1897 PALM BEACH LAKES BLVD STE 213, WEST PALM BEACH FL 33409",5614788788,Local,50,50,50,50,50,50,37637,4,5,93,5,90,2,74,3,82,87,50,2341,806,300,1106,Medium,26.7176736,-80.0908984
FL,2342,109793,SARASOTA HOME HEALTH CARE AGENCY LLC,"8051 N TAMIAMI TRAIL UNIT E3, SARASOTA FL 34243",9413064347,Local,50,50,50,50,50,50,41034,4,5,92,4,86,2,79,4,84,85,49,2342,806,300,1106,Medium,27.397267,-82.562755
HI,2343,127023,KAISER PERMANENTE HOME HEALTH AGENCY MAUI,"80 MAHALANI STREET, WAILUKU HI 96793",8082436681,Official Health Agency,50,50,50,50,50,50,34253,4,4,89,4,86,4,85,3,84,82,111,2343,806,300,1106,Medium,20.8874523,-156.4868806
ID,2344,137019,NORTH IDAHO HOME HEALTH,"850 W KATHLEEN AVENUE, COEUR D ALENE ID 83815",2086677494,Visiting Nurse Association,50,50,50,50,50,50,29037,4,4,88,5,89,3,84,3,83,82,197,2344,806,300,1106,Medium,47.7150568,-116.7982218
IL,2345,147009,UNITY POINT AT HOME,"106 19TH AVENUE, SUITE 101, MOLINE IL 61265",3097797600,Local,50,50,50,50,50,50,24289,4,4,89,4,88,4,85,3,86,78,754,2345,806,300,1106,Medium,41.4927644,-90.5370822
IL,2346,147105,PRESENCE HOME CARE-KANKAKEE,"179 E BETHEL DRIVE, BOURBONNAIS IL 60914",8159372475,Local,50,50,50,50,50,50,26508,4,4,90,5,89,3,84,3,84,79,239,2346,806,300,1106,Medium,41.1698001,-87.8728121
